10.058733, -0.000643
11.974883, -0.000845
10.033577, -0.000304
11.840710, -0.000551
11.782010, -0.000070
10.092277, -0.000558
10.230642, 0.000864
10.071313, 0.001232
10.041963, 0.000707
11.916183, 0.000990
11.941339, 0.001530
12.012619, 0.001058
10.025190, 0.000530
10.121627, 0.000334
11.958111, 0.000304
10.004226, -0.002337
11.903604, -0.001896
10.033576, -0.000790
10.230642, 0.001669
10.150976, 0.001677
10.150977, 0.000826
10.155170, 0.000328
12.012618, -0.004070
10.150977, -0.002073
10.197099, -0.001043
11.886832, -0.002052
10.088083, -0.001179
10.125819, -0.000675
10.121628, -0.005144
10.427708, -0.002541
10.138399, 0.005832
10.213871, 0.003242
10.109048, -0.000424
11.991653, -0.001443
11.920375, 0.000564
12.008426, 0.001475
10.020997, 0.000070
10.071312, 0.000383
11.970690, 0.001931
11.853289, 0.000104
11.886832, 0.001190
12.004232, 0.001435
10.012611, 0.002024
10.239028, 0.004617
11.907797, 0.002782
10.037770, -0.000604
11.962304, 0.001183
10.079699, 0.001077
10.188714, -0.004370
11.316599, -0.029928
10.528337, -0.061455
11.916183, -0.044998
10.192906, -0.048265
10.230642, -0.058947
10.234835, -0.060412
11.790396, -0.076675
10.259992, -0.069990
10.318693, -0.058409
11.027291, -0.048784
11.874253, 0.011958
10.364814, -0.000611
10.268379, 0.019967
10.331270, 0.024894
10.184520, 0.025861
11.983269, 0.051617
10.318693, 0.052852
10.121627, 0.055453
10.318693, 0.058392
10.092278, 0.065499
10.167748, 0.076250
10.033577, 0.099490
10.150977, 0.121673
12.050354, 0.150160
11.761045, 0.064924
10.201292, 0.061353
10.356429, 0.038738
11.228550, 0.036311
11.178234, 0.010002
12.025197, -0.028040
10.251606, -0.032704
10.381586, -0.028896
10.251606, -0.021376
10.159363, -0.019473
10.050347, -0.015919
10.234835, -0.029434
10.188713, -0.042456
10.033576, -0.016889
10.230642, -0.024022
11.513665, -0.031659
10.327078, -0.013812
10.377393, -0.010453
10.297729, -0.011570
10.146784, -0.011811
10.037769, -0.010640
12.008426, -0.012179
10.092277, -0.008212
10.008419, -0.006358
10.016806, -0.005421
10.167748, -0.004670
11.828132, -0.007145
11.903604, -0.006290
10.029384, -0.006147
10.020997, -0.006534
10.159363, -0.008614
10.054541, -0.006651
10.062926, -0.008552
11.995847, -0.009516
10.025189, -0.009346
10.239027, -0.009014
10.146784, -0.013701
10.016805, -0.014584
10.075504, -0.015682
10.343849, -0.017998
10.092278, -0.017798
10.138398, -0.017932
10.113241, -0.013643
10.096470, -0.014141
12.004233, -0.015482
10.088083, -0.010893
10.155170, -0.007675
10.054541, -0.003457
10.176134, 0.001581
10.029383, 0.002876
11.937146, 0.006258
10.155170, 0.004114
10.381585, 0.003361
11.895217, 0.008116
11.941339, 0.008935
12.000040, 0.009076
11.928761, 0.011198
11.886831, 0.011623
10.037769, 0.009802
11.941339, 0.013611
10.050348, 0.010891
10.025191, 0.012786
10.037769, 0.017543
11.974882, 0.020027
10.264185, 0.013856
10.100662, 0.017609
10.117434, 0.019303
10.109048, 0.019614
11.995847, 0.021033
11.886832, 0.018049
10.054542, 0.013920
10.138398, 0.015442
12.021005, 0.012958
